a: ə; e
abalone: ,æbə'loni
doorknob: 'dɔrnɑb
doorway: 'dɔr'we
dorm: dɔːm
dormancy: 'dɔːmənsi
dormant: 'dɔːm(ə)nt
dormitory: 'dɔːmətri
dorsal: 'dɔrsl
dosage: 'dosɪdʒ
dose: dəʊs
dot: dɒt
dote: dot
double: ˈdʌb(ə)l
doubt: daʊt
doubtful: 'daʊtfʊl; -f(ə)l
doubtless: 'daʊtlɪs
dough: do
dour: 'daʊr
douse: daʊs
dove: dʌv; dov
down: daʊn
downfall: 'daʊnfɔl
downhill: ,daʊn'hɪl
download: 'daunləud
downplay: ,daʊn'ple
downpour: 'daʊnpɔː
downside: 'daʊnsaɪd
downsize: 'daunsaɪz
downstairs: ˈdaʊnsteəz
downtown: ˈdaʊntaʊn
downward: 'daʊnwɚd
doze: dəʊz
dozen: ˈdʌzn
dr: drˈaɪv
drab: dræb
draft: drɑːft
drag: dræɡ
dragon: ˈdræɡən
dragonfly: 'dræɡənflaɪ
drain: dreɪn
drainage: 'dreɪnɪdʒ
drainpipe: 'drenpaɪp
drake: dreɪk
dram: dræm
drama: 'drɑmə
dramatic: drə'mætɪk
dramatically: drə'mætɪkli
dramatize: 'dræmətaɪz
drape: drep
drapery: 'drepəri
drastic: 'dræstɪk; 'drɑː-
drastically: 'dræstikəli
draught: drɑft
draw: drɔ
drawback: 'drɔːbæk
drawer: drɔ:ə
drawing: ˈdrɔːɪŋ
dread: dred
dreadful: 'dredfʊl; -f(ə)l
dream: drim
dreary: 'drɪərɪ
dredge: dredʒ
drench: dren(t)ʃ
dress: dres
drier: 'draɪɚ
drift: drɪft
drill: drɪl
drink: drɪŋk
drip: drɪp
dripstone: 'dripstəun
drive: draɪv
driver: 'draɪvɚ
driveway: 'draɪvwe
drop: drɔp
droplet: 'drɒplət
dropout: 'drɑpaʊt
dropstone: ˈdrɑːpstoʊn
drought: draut
drown: draʊn
drowse: draʊz
drowsy: 'draʊzi
drub: drʌb
drudgery: 'drʌdʒərɪ
drug: drʌg
drugstore: 'drʌɡstɔr
drum: drʌm
drummer: 'drʌmɚ
drunk: drʌŋk
dry: draɪ
dryness: 'draɪnɪs
dual: 'djuːəl
dub: dʌb
dubious: 'djuːbɪəs
duchenne: duʃˈɛn
duck: dʌk
duct: dʌkt
ductile: 'dʌktaɪl
ductless: dˈʌktləs
due: djuː
duet: dʊ'ɛt
dugout: 'dʌɡaʊt
duke: dʊk
dulcimer: 'dʌlsɪmɚ
dull: dʌl
dullard: 'dʌlɑrd
duly: 'djuːlɪ
dumb: dʌm
dumbfound: dʌm'faund
dump: dʌmp
dumpling: ˈdʌmplɪŋ
dune: dʊn
dung: dʌŋ
dupe: djuːp
duplicate: ˈdjuːplɪkeɪt
duplication: ,djʊplɪ'keʃən
duplicity: du'plɪsəti
durability: ˌdjʊərə'bɪlətɪ
durable: 'djʊərəb(ə)l
duration: dju'reɪʃn
during: ˈdjuərɪŋ; (US) ˈdɪərɪŋ
dusk: dʌsk
dust: dʌst
dustbin: ˈdʌstbɪn
dusty: 'dʌsti
dutch: dʌtʃ
dutchman: 'dʌtʃmən
dutiful: 'dʊtɪfəl
duty: ˈdjuːtɪ
dvd: dˌivˌidˈi
dwarf: dwɔːf
dwell: dwel
dweller: 'dwelə(r)
dwelling: 'dwɛlɪŋ
dwindle: 'dwɪnd(ə)l
dy: dai
dye: daɪ
dyestuff: 'daɪ,stʌf
dying: 'daɪɪŋ
dynamic: daɪ'næmɪk
dynamical: daɪ'næmɪk(l)
dynamics: daɪ'næmɪks
dynamo: 'daɪnəmo
dynasty: daineist
dysfunction: dɪs'fʌŋkʃən
dystrophy: 'dɪstrəfi
e-mail: iː-meɪl
each: iːtʃ
eager: 'igɚ
eagerly: 'igɚli
eagle: 'igl
ear: ɪə(r)
early: ɜːlɪ
earn: ɝn
earner: 'ɝnɚ
earnest: 'ɜːnɪst
earnestness: 'ə:nistnis
earning: 'ɝnɪŋ
earnings: 'ɝnɪŋz
earth: ɜːθ
earthen: 'ɝθn
earthenware: 'ɝθnwɛr
earthquake: ˈɜːθkweɪk
earthward: 'ɝθwɚd
earthwork: 'ɜːθwɜːk
earthworm: 'ɜːθwɜːm
ease: iːz
easily: 'izəli
east: iːst
easter: 'i:stə
eastern: 'istɚn
eastward: 'istwɚdz
eastwards: 'istwɚdz
easy: ˈiːzɪ
easy-going: 'iːziˌgəuɪŋ
easygoing: 'izɪ,goɪŋ
eat: it
ebb: ɛb
ebullience: ɪ'bʌliəns
ebullient: ɪ'bʌlɪənt
eccentric: ɪk'sentrɪk; ek-
eccentricity: ,ɛksɛn'trɪsəti
echo: 'ekəʊ
eclectic: ɪ'klɛktɪk
eclecticism: ɪˈklektɪsɪzəm
eclipse: ɪ'klɪps
ecliptic: ɪ'klɪptɪk
eco-friendly: ˌiːkəu'frendli
ecological: ˌiːkə'lɒdʒɪkl
ecologist: i'kɑlədʒɪst
ecology: ɪ'kɒlədʒɪ; e-
economic: ,iːkə'nɒmɪk; ek-
economical: iːkə'nɒmɪk(ə)l; ek-
economically: ,ikə'nɑmɪkli
economics: iːkə'nɒmɪks; ek-
economist: ɪ'kɑnəmɪst
economize: ɪ'kɑnə'maɪz
economy: ɪ'kɒnəmɪ
ecosystem: 'iːkəusɪstəm
ecstatic: ɪk'stætɪk
ectotherm: 'ɛktə,θɚm
ectothermic: ˌɛktoʊˈθɝːmɪk
eddy: 'edɪ
edge: edʒ
edible: 'edɪb(ə)l
edifice: 'ɛdɪfɪs
edify: 'edɪfaɪ
edit: 'edɪt
edition: ɪ'dɪʃ(ə)n
editor: 'ɛdɪtɚ
editorial: edɪ'tɔːrɪəl
educable: 'ɛdʒʊkəbl
educate: 'ɛdʒuket
educated: 'ɛdʒə'ketɪd
education: edjʊːkeɪʃ (ə)n
educational: ,ɛdʒu'keʃənl
educationally: ˌɛdʒəkˈeɪʃənəli
educator: 'ɛdʒə'ketɚ
educe: ɪ'djʊs
eel: il
efface: ɪ'fes
effect: ɪ'fekt
effective: ɪ'fektɪv
effectively: ɪ'fɛktɪvli
effectiveness: ə'fɛktɪvnɪs
effectual: ɪ'fɛktʃʊəl
effeminate: ɪ'fɛmɪnət
effervescent: efə'vesənt
effete: ɪ'fit
efficacious: ,efi'keiʃəs
efficacy: 'ɛfɪkəsi
efficiency: ɪ'fɪʃnsi
efficient: ɪ'fɪʃ(ə)nt
efficiently: ɪ'fɪʃəntli
effigy: 'ɛfɪdʒi
effluent: 'ɛflʊənt
effort: 'efət
effortlessly: 'efətlisli
effrontery: ɪ'frʌntrɪ
effulgence: ɪ'fʌldʒəns
effuse: ɪ'fjʊs
effusion: ɪ'fjuʒn
effusive: ɪ'fjusɪv
egalitarian: ɪ'gælə'tɛrɪən
egg: eɡ
eggplant: 'ɛɡplænt
eggshell: 'ɛɡʃɛl
ego: 'iːgəʊ; 'e-
egocentric: ,iɡo'sɛntrɪk
egoism: 'ɛɡoɪzəm
egregious: ɪ'gridʒɪəs
egypt: ˈiːdʒɪpt
egyptian: ɪˈdʒɪpʃ(ə)n
eight: eɪt
eighteen: ˈeɪˈtiːn
eighteenth: 'e'tinθ
eighth: eɪθ
eighty: ˈeɪtɪ
einkorn: 'aɪnkɔːn
either: ˈaɪðə(r)
eject: ɪ'dʒekt
ejection: i'dʒekʃn
eka: ˈɛkə
eke: iːk
elaborate: ɪ'læb(ə)rət
elaborately: ɪ'læbərɪtli
elaboration: ɪˌlæbə'reɪʃn
elapse: ɪ'læps
elastic: ɪ'læstɪk
elasticity: ,ilæ'stɪsəti
elated: ɪ'leɪtɪd
elbow: 'elbəʊ
elder: ˈeldə(r)
elderly: 'eldəlɪ
elect: ɪ'lɛkt
election: ɪ'lɛkʃən
elective: ɪ'lɛktɪv
electric: ɪ'lɛktrɪk
electrical: ɪ'lektrɪk(ə)l
electrically: ɪ'lektrɪkəlɪ
electrician: ,ɪlek'trɪʃ(ə)n; ,el-; ,iːl-
electricity: ɪlekˈtrɪsɪtɪ
electrification: ɪ,lɛktrɪfɪ'keʃən
electrify: ɪ'lɛktrə'fai
electro: ɪ'lɛktro
electrocardiogram: ɪ,lɛktro'kɑrdɪoɡræm
electrode: ɪ'lɛktrod
electroencephalogram: ɪ,lektrəʊɪn'sef(ə)ləgræm; -'kef-
electrolysis: ɪ,lɛk'trɑləsɪs
electrolyte: ɪ'lɛktrəlaɪt
electromagnet: ɪ'lɛktromæɡnət
electromagnetic: ɪ,lɛktromæɡ'nɛtɪk
electron: ɪ'lɛktrɑn
electronic: ɪˌlekˈtrɒnɪk
electronically: i,lek'trɔnikli
electronics: ɪlek'trɒnɪks; el-
electroscope: ɪ'lɛktrə,skop
elegance: 'ɛləgəns
elegant: 'elɪg(ə)nt
element: 'elɪmənt
elemental: ,ɛlɪ'mɛntl
elementary: elɪ'ment(ə)rɪ
elephant: ˈelɪfənt
elevate: 'elɪveɪt
elevated: 'ɛlɪvetɪd
elevation: ,ɛlɪ'veʃən
elevator: ˈelɪveitə
eleven: ɪˈlev(ə)n
eleventh: ɪ'lɛvnθ
elicit: ɪ'lɪsɪt
elicitation: ɪˌlɪsɪ'teɪʃn
eligible: 'elɪdʒɪb(ə)l
eliminate: ɪ'lɪmɪneɪt
elimination: ɪ,lɪmə'neʃən
elite: [eɪˈliːt]
elixir: ɪ'lɪksɚ
elk: ɛlk
elliot: ˈɛliət
ellipse: ɪ'lɪps
elliptical: ɪ'lɪptɪkl
elm: ɛlm
elocution: ,ɛlə'kjuʃən
elocutionist: ˌelə'kjuːʃənist
elongate: ɪ'lɔŋɡet
eloquence: 'ɛləkwəns
eloquent: 'eləkwənt
eloquently: 'ɛləkwəntli
else: els
elsewhere: els'weə; 'elsweə
elucidate: i'luːsɪdeɪt
elude: ɪ'lud
elusive: i'luːsɪv
emaciated: ɪ'meʃɪ'etɪd
emanate: ˈɛməˌneɪt
emancipate: ɪ'mænsɪpet
emancipation: ɪ,mænsə'peʃən
embankment: ɪm'bæŋkmənt
embargo: em'bɑːgəʊ; ɪm-
embark: ɪm'bɑːk; em-
embarrass: ɪm'bærəs; em-
embarrassed: ɪm'bærəst
embassy: 'embəsɪ
embattle: ɪm'bæt(ə)l; em-
embed: ɪm'bed; em-
embellish: im'beliʃ
ember: 'ɛmbɚ
embezzle: ɪm'bɛzl
embezzlement: ɪm'bezlmənt
embitter: ɪm'bɪtɚ
emblem: 'ɛmbləm
embody: ɪm'bɒdɪ; em-
embolden: ɛm'boldən
embolism: 'ɛmbə,lɪzəm
emboss: ɪm'bɒs
embrace: ɪm'breɪs; em-
embroider: ɪm'brɔɪdɚ
embroidery: ɪm'brɔɪdəri
embroil: ɪm'brɔɪl
embryo: 'embriəu
embryonic: ,ɛmbrɪ'ɑnɪk
emerald: 'ɛmərəld
emerge: ɪ'mɜːdʒ
emergence: ɪ'mɝdʒəns
emergency: ɪ'mɜːdʒ(ə)nsɪ
emergent: ɪ'mɝdʒənt
emeritus: i'merɪtəs
emigrant: 'ɛmɪɡrənt
emigrate: 'emɪgreɪt
emigration: ,ɛmə'greʃən
eminence: 'ɛmɪnəns
eminent: 'emɪnənt
emission: i'mɪʃn
emit: ɪ'mɪt
emollient: ɪ'mɑlɪənt
emotion: ɪ'məʊʃ(ə)n
emotional: ɪ'məuʃənl
emotionally: ɪ'moʃənli
emotive: ɪ'motɪv
empathetic: ɛmpə'θɛtɪk
empathy: 'ɛmpəθi
emperor: 'empərə(r)
emphasis: 'emfəsɪs
emphasise: 'emfəsaiz
emphasize: 'emfəsaɪz
empire: 'empaɪə(r)
empirical: em'pɪrɪk(ə)l; ɪm-
empiricism: ɛm'pɪrə'sɪzəm
employ: ɪm'plɔɪ
employee: ɪm'plɔɪi
employer: ɪm'plɔɪɚ
employment: ɪm'plɒɪm(ə)nt; em-
empower: ɪm'paʊɚ
empress: 'ɛmprəs
empty: ˈemptɪ
emulate: 'emjuleɪt
emulsion: ɪ'mʌlʃən
enable: ɪ'neɪbl
enact: ɪ'nækt
enactment: ɪ'næktmənt
enamel: ɪ'næml
enamor: ɪn'æmɚ
encapsulate: ɪn'kæpsjʊleɪt
encase: ɪn'keɪs
enchant: ɪn'tʃænt
encircle: ɪn'sɝkl
enclose: ɪn'kləʊz; en-
enclosure: ɪn'kləʊʒə; en-
encode: ɪn'kəud
encompass: ɪn'kʌmpəs
encore: 'ɑŋkɔr
encounter: ɪn'kaʊntə; en-
encourage: ɪnˈkʌrɪdʒ
encouragement: ɪn'kɝɪdʒmənt
encroach: ɪn'krəutʃ
encroachment: ɪn'krotʃmənt
encrust: ɪn'krʌst
encumber: ɪn'kʌmbɚ
encyclopaedia: ɪn,saɪklə'pidɪə
encyclopedia: ɪnˌsaɪkləˈpiːdiə
end: end
endanger: ɪn'deɪndʒə(r)
endangered: ɪn'dendʒɚd
endear: ɪn'dɪr
endeavor: ɪn'devə
endeavour: ɪn'devə(r)
endemic: ɛn'dɛmɪk
ending: 'ɛndɪŋ
endless: ˈɛndlɪs
endocrine: 'ɛndəkrɪn
endocrinology: ,ɛndokrə'nɑlədʒi
endogenous: ɛn'dɑdʒənəs
endorse: ɪn'dɔːs; en-
endorsement: ɪn'dɔrsmənt
endotherms: 'endəθə:m
endow: ɪn'daʊ; en-
endowment: ɪn'daʊmənt
endpoint: 'ɛnd,pɔɪnt
endue: ɪn'djuː; en-
endurable: ɪn'djʊrəbl
endurance: ɪn'djʊər(ə)ns; en-
endure: ɪn'djuə(r)
enemy: ˈenɪmɪ
energetic: ,enə'dʒetɪk
energize: 'ɛnɚdʒaɪz
energy: 'ɛnɚdʒi
enervate: ˈenərveɪt;ɪˈnɜːveɪt
enforce: ɪn'fɔːs; en-
enforcer: ɛnfˈɔrsɚ
enfranchise: ɪn'fræntʃaɪz
engage: ɪn'geɪdʒ; en-
engagement: ɪn'geɪdʒm(ə)nt; en-
engaging: ɪn'ɡedʒɪŋ
engender: ɪn'dʒɛndɚ
engine: 'ɛndʒɪn
engineer: endʒɪˈnɪə(r)
engineering: 'ɛndʒə'nɪrɪŋ
england: ˈɪŋɡlənd
english: ˈɪŋɡlɪʃ
englishman: 'iŋɡliʃmən
engrave: ɪn'greɪv; en-
engraving: ɪn'ɡrevɪŋ
engross: ɪn'grəʊs; en-
engrossing: ɛn'grosɪŋ
engulf: ɛnˈɡʌlf
enhance: ɪn'hɑːns; -hæns; en-
enhancement: in'hænsmənt
enhancer: ɪn'hɑːnsə(r)
enigma: ɪ'nɪgmə
enigmatic: 'ɛnɪg'mætɪk
enjoy: ɪnˈdʒɔɪ
enjoyable: ɪnˈdʒɔɪəb(ə)l
enjoyment: ɪn'dʒɔɪmənt
enlarge: ɪn'lɑːdʒ
enlargement: ɪn'lɑrdʒmənt
enlighten: ɪn'laɪt(ə)n; en-
enlightenment: ɪn'laɪtnmənt
enlist: ɪn'lɪst
enmity: 'enməti
enormous: ɪ'nɔːməs
enormously: ɪ'nɔrməsli
enough: ɪˈnʌf
enquire: ɪn'kwaɪə
enquiry: ɪn'kwaɪrɪ
enrage: in'reidʒ
enrapture: ɪn'ræptʃɚ
enrich: ɪn'rɪtʃ; en-
enrichment: ɪn'rɪtʃmənt
enroll: ɪn'rəʊl
enrollment: ɪn'rolmənt
enrolment: ɪn'rəʊlm(ə)nt
ensconce: in'skɔns
ensemble: ɒn'sɒmb(ə)l
enslave: ɪn'sleɪv
ensnare: in'snεə
ensue: ɪn'sjuː; en-
ensure: ɪn'ʃuə(r)
entail: ɪn'teɪl; en-
entangle: ɪn'tæŋg(ə)l; en-
entanglement: ɪn'tæŋɡlmənt
enter: ˈentə(r)
enterprise: 'entəpraɪz
enterprising: 'ɛntɚpraɪzɪŋ
entertain: ˌentə'teɪn
entertainer: 'ɛntɚ'tenɚ
entertaining: ,ɛntɚ'tenɪŋ
entertainment: entə'teɪnm(ə)nt
enthrall: in'θrɔ:l
enthrone: ɪn'θron
enthusiasm: ɪn'θjuːzɪæz(ə)m; en-
enthusiast: ɪn'θuzɪæst
enthusiastic: ɪn,θjuːzɪ'æstɪk; en-
enthusiastically: in,θju:zi'æstikəli
entice: ɪn'taɪs
entire: ɪn'taɪə(r)
entitle: ɪn'taɪt(ə)l; en-
entity: 'entɪtɪ
entomb: ɪn'tum
entourage: 'ɑnturɑʒ
entrance: ˈentrəns
entreat: ɪn'triːt; en-
entreaty: ɪn'triti
entrench: ɪn'trɛntʃ
entrepreneur: ˌɒntrəprəˈnɜː(r)
entrepreneurial: ˌɒntrəprə'nɜːriəl
entrepreneurship: ,ɑntrəprə'nɝʃɪp
entrust: ɪn'trʌst
entry: ˈentrɪ
entwine: ɪn'twaɪn
enumerate: ɪ'numəret
enunciate: ɪ'nʌnsɪet
enure: ɪn'jʊr
envelop: ɪn'vɛləp
envelope: ˈenvələʊp
enviable: 'ɛnvɪəbl
environment: ɪnˈvaɪərənmənt
environmental: ɪn,vaɪrən'mɛntl
environmentalist: ɪn,vaɪrən'mɛntəlɪst
environmentally: ɪn,vaɪrən'mɛntlɪ
envisage: ɪn'vɪzɪdʒ; en-
envision: ɪn'vɪʒn
envy: ˈenvɪ
enzyme: 'enzaɪm
eocene: 'i:əusi:n
eohippus: ,io'hɪpəs
eon: 'iən
ephemeral: ɪ'fem(ə)r(ə)l; -'fiːm-
epic: 'ɛpɪk
epicure: 'ɛpɪkjʊr
epidemic: epɪ'demɪk
epidermis: ,ɛpɪ'dɝmɪs
episode: 'epɪsəʊd
episodic: ˌepɪ'sɒdɪk
epistle: ɪ'pɪsl
epistolary: ɪ'pɪstəlɛri
epitaph: 'ɛpɪtæf
epithet: 'ɛpɪθɛt
epitome: ɪ'pɪtəmi
epitomise: ɪ'pɪtəmaɪz
epitomize: ɪ'pɪtəmaɪz
epoch: 'iːpɒk; 'epɒk
equal: ˈiːkw(ə)l
equality: iːˈkwɔlətɪ
equanimity: ,ɛkwə'nɪməti
equation: ɪ'kweɪʒ(ə)n
equator: ɪ'kweɪtə
equatorial: ,ɛkwə'tɔrɪəl
equestrian: ɪ'kwɛstrɪən
equiangular: ,i:kwi'æŋɡjulə
equidistant: 'ikwə'dɪstənt
equilateral: 'ikwə'lætərəl
equilibrium: ,iːkwɪ'lɪbrɪəm; ,ekwɪ-
equip: ɪˈkwɪp
equipment: ɪˈkwɪpmənt
equipoise: 'ekwɪpɒɪz; 'iːkwɪ-
equitable: 'ekwɪtəb(ə)l
equity: 'ekwɪtɪ
equivalence: ɪ'kwɪvələns
equivalent: ɪ'kwɪv(ə)l(ə)nt
equivocal: ɪ'kwɪvək(ə)l
equivocate: ɪ'kwɪvəkeɪt
era: 'ɪərə
eradicate: ɪ'rædɪkeɪt
eradication: ɪ,rædɪ'keʃən
erase: ɪ'reɪz
eraser: ɪˈreɪzə(r)
ere: ɛr
erect: ɪ'rekt
erectus: ɪˈrɛktəs
erie: 'iəri
erode: ɪ'rəud
erosion: ɪ'rəʊʒ(ə)n
errand: 'er(ə)nd
errant: 'ɛrənt
erratic: ɪ'rætɪk
erroneous: ɪ'rəʊnɪəs; e-
error: ˈerə(r)
erudite: 'ɛrudaɪt
erupt: ɪ'rʌpt
eruption: ɪ'rʌpʃn
escalate: 'eskəleɪt
escalator: 'eskəleɪtə
escape: ɪˈskeɪp
eschew: ɪsˈtʃuː
escort: 'eskɔːt
escutcheon: ɪ'skʌtʃən
esophagus: ɪ'sɑfəɡəs
esoteric: ,ɛsə'tɛrɪk
especially: ɪˈspeʃəlɪ
espouse: ɪ'spaʊz
espy: i'spai
essay: ˈeseɪ
essence: 'es(ə)ns
essential: ɪ'senʃ(ə)l
essentially: ɪ'sɛnʃəli
establish: ɪ'stæblɪʃ; e-
establishment: ɪ'stæblɪʃmənt
estate: ɪ'steɪt; e-
esteem: ɪ'stiːm; e-
esthetic: ɛs'θɛtɪk
estimate: 'estɪmeɪt
estrange: ɪ'streɪndʒ
estuarine: 'ɛstjʊərɪn
estuary: 'estʃʊəri
etch: ɛtʃ
etching: 'ɛtʃɪŋ
eternal: ɪ'tɜːn(ə)l; iː-
ether: 'iθɚ
ethereal: i'θɪəriəl
ethic: 'ɛθɪk
ethical: 'eθɪkl
ethically: 'ɛθɪkli
ethics: ‘ɛθɪks
ethnic: 'eθnɪk
ethnographic: ,eθnə'ɡræfik
ethnology: eθ'nɑːlədʒi
ethological: ,i:θə'lɔdʒikəl
ethology: iː'θɒlədʒɪ
etiquette: 'etɪket; etɪ'ket
eukaryote: jʊ'kæriot; jʊ'kæriət
eukaryotic: ju:,kæri'ɔtik
eulogize: 'jʊlə'dʒaɪz
euphemism: 'jufəmɪzəm
euphonious: ju'fonɪəs
euphrates: ju:'freiti:z
eurasia: juə'reiʃə
eurasian: juə'reiʃən
europe: ˈjʊərəp
european: jʊərəˈpiːən
eusocial: juː'səuʃəl
evacuate: ɪ'vækjʊeɪt
evacuation: ɪ,vækjʊ'eʃən
evade: ɪ'veɪd
evaluate: ɪ'væljʊeɪt
evaluation: ɪˌvæljʊ'eɪʃn
evanescent: ,ɛvə'nɛsnt
evaporate: ɪ'væpəreɪt
evaporation: ɪ,væpə'reʃən
eve: i:v
even: ˈiːv(ə)n
evening: ˈiːvnɪŋ
evenly: 'ivnli
evenness: ˈivənnəs
event: ɪ'vent
eventual: i'ventʃuəl
eventually: ɪ'ventʃʊəlɪ
ever: ˈevə(r)
everest: ˈɛvərɪst
evergreen: 'ɛvɚɡrin
everlasting: evə'lɑːstɪŋ
every: ˈevrɪ
everybody: ˈevrɪbɔdɪ
everyday: ˈevrɪdeɪ
everyone: ˈevrɪwʌn
everything: ˈevrɪθɪŋ
everywhere: ˈevrɪweə(r)
evict: ɪ'vɪkt
evidence: 'evɪdəns
evident: 'ɛvɪdənt
evidently: 'ɛvɪdəntli
evil: 'ivl
eviscerate: ɪ'vɪsəret
evoke: ɪ'vəʊk
evolution: ,iːvə'luːʃ(ə)n; 'ev-
evolutionary: ,ivə'luʃənɛri
evolve: i'vɒlv
exacerbate: ɪg'zæsəbeɪt; ek'sæs-
exact: ɪɡˈzækt
exacting: iɡ'zæktiŋ
exactly: ɪɡˈzæktlɪ
exaggerate: ɪg'zædʒəreɪt; eg-
exaggeration: ɪɡ,zædʒə'reʃən
exalt: ɪɡ'zɔlt
exalted: ɪg'zɔltɪd
exam: ɪg'zæm
examination: ɪg'zæmə'neʃən
examine: ɪɡˈzæmɪn
example: ɪɡˈzɑːmp(ə)l; (US) ɪɡˈzæmpl
exasperate: ɪg'zæsp(ə)reɪt; eg-
excavate: 'ekskəveɪt
excavation: ˌekskə'veɪʃn
exceed: ɪk'siːd; ek-
exceedingly: ɪk'siːdɪŋlɪ; ek-
excel: ɪk'sel; ek-
excellence: 'ɛksləns
excellent: ˈeksələnt
except: ɪkˈsept
exception: ɪk'sɛpʃən
exceptional: ɪk'sepʃ(ə)n(ə)l; ek-
exceptionally: ɪk'sɛpʃənəli
excerpt: 'eksɜːpt
excess: ɪk'ses; ek-; 'ekses
excessive: ɪk'sesɪv
excessively: ɪk'sɛsɪvli
exchange: ɪks'tʃeɪndʒ; eks-
exchanger: ɪkstʃˈeɪndʒɚ
excise: ɛk'saɪz
excitation: ,ɛksaɪ'teʃən
excite: ɪkˈsaɪt
excitement: ɪk'saɪtmənt
exciting: ɪk'saɪtɪŋ
exclaim: ɪk'skleɪm; ek-
exclamation: ,ɛksklə'meʃən
exclude: ɪk'skluːd; ek-
exclusion: ɪk'skluʒn
exclusive: ɪk'skluːsɪv; ek-
exclusively: ɪk'skluːsɪvlɪ
excoriate: ,ɛks'kɔrɪet
excrement: 'ekskrɪm(ə)nt
excreta: ɪk'skriːtə
excrete: ɪk'skrit
exculpate: 'ekskʌlpeɪt
excursion: ɪk'skɜːʃ(ə)n; ek-
excusable: ɪk'skjuːzəbl
excuse: ɪkˈskjuːz
execute: 'eksɪkjuːt
execution: ,eksɪ'kjuːʃ(ə)n
executive: ɪg'zekjʊtɪv; eg-
exemplary: ɪɡ'zɛmpləri
exemplify: ɪg'zemplɪfaɪ; eg-
exempt: ɪg'zem(p)t; eg-
exercise: ˈeksəsaɪz
exert: ɪg'zɜːt; eg-
exertion: ɪɡ'zɝʃən
exhale: eks'heɪl
exhaust: ɪg'zɔːst; eg-
exhausted: ɪɡ'zɔstɪd
exhaustible: ɪg'zɔːstəbl
exhaustion: ɪg'zɔːstʃən
exhaustive: ɪg'zɔːstɪv
exhibit: ɪg'zɪbɪt
exhibition: eksɪˈbɪʃ(ə)n
exhibitor: ɪg'zɪbɪtɚ
exhilarate: ɪg'zɪləreɪt; eg-
exhilarating: ɪɡ'zɪləretɪŋ
exhilaration: ɪgˌzɪlə'reɪʃn
exhort: ɪg'zɔːt; eg-
exhume: ɪɡ'zum
exigent: 'eksidʒənt
exile: 'eksaɪl; 'egz-
exist: ɪg'zɪst
existence: ɪg'zɪstəns
exit: 'ɛɡzɪt
exocrine: 'ɛksəkrɪn
exodus: 'eksədəs
exogenous: ɛks'ɑdʒɪnəs
exonerate: ɪɡ'zɑnəret
exorbitant: ɪg'zɔːbɪt(ə)nt
exoskeleton: 'ɛksoskɛlɪtn
exotic: ɪg'zɒtɪk; eg-
expand: ɪk'spænd; ek-
expanse: ɪk'spæns
expansion: ɪk'spænʃn
expansionist: ɪk'spænʃənɪst
expatriate: ,ɛks'petrɪət
expect: ɪkˈspekt
expectancy: ɪk'spektənsi
expectation: ˌekspek'teɪʃn
expedient: ɪk'spiːdɪənt; ek-
expedite: 'ɛkspədaɪt
expedition: ekspɪ'dɪʃ(ə)n
expeditious: ,ɛkspə'dɪʃəs
expel: ɪk'spel; ek-
expend: ɪk'spend; ek-
expendable: ɪk'spɛndəbl
expenditure: ɪk'spendɪtʃə; ek-
expense: ɪk'spens
expensive: ɪkˈspensɪv
experience: ɪkˈspɪərɪəns
experiment: ɪkˈsperɪmənt
experimental: ɛk'spɛrɪ'mɛntəl
experimentally: ɪkspˌɛrəmˈɛntəli
experimentation: ɪk,spɛrɪmɛn'teʃən
experimenter: ɪkspˈɛrəmˌɛntɚ
expert: ˈekspɜːt
expertise: ,ekspɜː'tiːz
expertly: 'ɛkspɚtli
expiate: 'ɛkspɪet
expire: ɪk'spaɪə; ek-
expiry: ɪk'spaɪəri
explain: ɪksˈpleɪn
explanation: ,ɛksplə'neʃən
explicate: 'ɛksplɪket
explicit: ɪk'splɪsɪt; ek-
explicitly: ɪk'splɪsɪtli
explode: ɪk'spləʊd; ek-
exploit: ɪk'splɒɪt; ek-
exploitation: ˌeksplɔɪ'teɪʃn
exploitative: ɪk'splɔɪtətɪv
exploration: ,ɛksplə'reʃən
exploratory: ɪk'splɒrətri
explore: ɪk'splɔː; ek-
explorer: ɪk'splɔːrə(r)
explosion: ɪk'sploʒən
explosive: ɪk'spləʊsɪv; ek-
explosively: ˌɛksplˈoʊsɪvli
expo: 'ɛkspoʊ
exponent: ɪk'sponənt
exponential: 'ɛkspə'nɛnʃəl
export: ˈekspɔːt；ɪkˈ-
exportation: ,ɛkspɔr'teʃən
expose: ɪk'spəʊz; ek-
exposition: ekspə'zɪʃ(ə)n
exposure: ɪk'spəuʒə(r)
express: ɪkˈspres
expression: ɪk'sprɛʃən
expressionless: ik'spreʃənlis
expressive: ɪk'sprɛsɪv
expressiveness: ik'spresivnis
expropriate: ɛks'proprɪet
expulsion: ɪk'spʌlʃ(ə)n; ek-
expurgate: 'ɛkspɚɡet
exquisite: 'ekskwɪzɪt; ɪk'skwɪzɪt; ek-
extant: ɛk'stænt
extemporaneous: ik,stempə'reiniəs
extend: ɪk'stend; ek-
extendable: ɪk'stendəbl
extension: ɪk'stenʃn
extensive: ɪk'stensɪv
extensively: ik'stensivli
extent: ɪk'stent; ek-
extenuate: ɪk'stɛnjʊet
exterior: ɪk'stɪərɪə; ek-
